State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Hawaii,11/7/20,"4,245",10/31/20,"51,384","621,065",8.27
Hawaii,11/14/20,"4,328",11/7/20,"43,905","621,065",7.07
Hawaii,11/21/20,"4,229",11/14/20,"43,998","621,065",7.08
Hawaii,11/28/20,"3,543",11/21/20,"34,962","621,065",5.63
Hawaii,12/5/20,"4,272",11/28/20,"40,308","621,065",6.49
Hawaii,12/12/20,"4,628",12/5/20,"34,758","621,065",5.6
Hawaii,12/19/20,"3,974",12/12/20,"32,169","621,065",5.18
Hawaii,12/26/20,"3,464",12/19/20,"28,831","621,065",4.64
Hawaii,1/2/21,"3,984",12/26/20,"29,272","621,065",4.71
Hawaii,1/9/21,"5,058",1/2/21,"28,678","586,666",4.89
Hawaii,1/16/21,"4,502",1/9/21,"28,192","586,666",4.81
Hawaii,1/23/21,"3,898",1/16/21,"24,872","586,666",4.24
Hawaii,1/30/21,"3,809",1/23/21,"24,747","586,666",4.22
Hawaii,2/6/21,"3,624",1/30/21,"23,814","586,666",4.06
Hawaii,2/13/21,"3,875",2/6/21,"22,201","586,666",3.78
Hawaii,2/20/21,"2,846",2/13/21,"20,593","586,666",3.51
Hawaii,2/27/21,"2,669",2/20/21,"21,179","586,666",3.61
Hawaii,3/6/21,"2,471",2/27/21,"18,577","586,666",3.17
Hawaii,3/13/21,"2,663",3/6/21,"19,030","586,666",3.24
Idaho,1/4/20,"2,957",12/28/19,"8,854","722,812",1.22
Idaho,1/11/20,"2,131",1/4/20,"11,483","727,996",1.58
Idaho,1/18/20,"2,172",1/11/20,"11,931","727,996",1.64
Idaho,1/25/20,"1,821",1/18/20,"11,833","727,996",1.63
Idaho,2/1/20,"1,446",1/25/20,"11,337","727,996",1.56
Idaho,2/8/20,"1,443",2/1/20,"11,389","727,996",1.56
Idaho,2/15/20,"1,356",2/8/20,"11,334","727,996",1.56
Idaho,2/22/20,"1,114",2/15/20,"11,275","727,996",1.55
Idaho,2/29/20,998,2/22/20,"10,587","727,996",1.45
Idaho,3/7/20,938,2/29/20,"10,167","727,996",1.4
Idaho,3/14/20,"1,031",3/7/20,"9,336","727,996",1.28
Idaho,3/21/20,"13,586",3/14/20,"7,869","727,996",1.08
Idaho,3/28/20,"32,941",3/21/20,"15,523","727,996",2.13
Idaho,4/4/20,"30,904",3/28/20,"35,915","727,996",4.93
Idaho,4/11/20,"18,531",4/4/20,"59,139","733,499",8.06
Idaho,4/18/20,"13,023",4/11/20,"67,722","733,499",9.23
Idaho,4/25/20,"8,827",4/18/20,"71,416","733,499",9.74
Idaho,5/2/20,"7,495",4/25/20,"71,794","733,499",9.79
Idaho,5/9/20,"5,795",5/2/20,"65,478","733,499",8.93
Idaho,5/16/20,"5,800",5/9/20,"60,121","733,499",8.2
Idaho,5/23/20,"4,727",5/16/20,"56,692","733,499",7.73
Idaho,5/30/20,"3,646",5/23/20,"51,035","733,499",6.96
Idaho,6/6/20,"3,953",5/30/20,"47,779","733,499",6.51
Idaho,6/13/20,"3,631",6/6/20,"36,764","733,499",5.01
Idaho,6/20/20,"4,285",6/13/20,"33,060","733,499",4.51
Idaho,6/27/20,"5,417",6/20/20,"30,886","733,499",4.21
Idaho,7/4/20,"4,924",6/27/20,"29,090","733,499",3.97
Idaho,7/11/20,"5,458",7/4/20,"28,766","739,094",3.89
Idaho,7/18/20,"5,687",7/11/20,"27,622","739,094",3.74
Idaho,7/25/20,"4,703",7/18/20,"26,445","739,094",3.58
Idaho,8/1/20,"3,607",7/25/20,"25,369","739,094",3.43
Idaho,8/8/20,"3,250",8/1/20,"20,263","739,094",2.74
Idaho,8/15/20,"3,644",8/8/20,"18,772","739,094",2.54
Idaho,8/22/20,"3,794",8/15/20,"16,414","739,094",2.22
Idaho,8/29/20,"3,686",8/22/20,"14,423","739,094",1.95
Idaho,9/5/20,"3,804",8/29/20,"13,021","739,094",1.76
Idaho,9/12/20,"3,672",9/5/20,"11,510","739,094",1.56
Idaho,9/19/20,"3,437",9/12/20,"10,708","739,094",1.45
Idaho,9/26/20,"2,995",9/19/20,"9,895","739,094",1.34
Idaho,10/3/20,"2,955",9/26/20,"9,144","739,094",1.24
Idaho,10/10/20,"3,519",10/3/20,"8,386","744,780",1.13
Idaho,10/17/20,"3,293",10/10/20,"8,215","744,780",1.1
Idaho,10/24/20,"3,863",10/17/20,"8,024","744,780",1.08
Idaho,10/31/20,"3,919",10/24/20,"8,124","744,780",1.09
Idaho,11/7/20,"5,030",10/31/20,"7,960","744,780",1.07
Idaho,11/14/20,"5,060",11/7/20,"8,310","744,780",1.12
Idaho,11/21/20,"4,732",11/14/20,"8,793","744,780",1.18
Idaho,11/28/20,"3,991",11/21/20,"9,245","744,780",1.24
Idaho,12/5/20,"5,075",11/28/20,"10,549","744,780",1.42
Idaho,12/12/20,"4,083",12/5/20,"10,630","744,780",1.43
Idaho,12/19/20,"3,956",12/12/20,"11,225","744,780",1.51
Idaho,12/26/20,"4,226",12/19/20,"11,706","744,780",1.57
Idaho,1/2/21,"4,612",12/26/20,"13,338","744,780",1.79
Idaho,1/9/21,"4,685",1/2/21,"14,390","735,456",1.96
Idaho,1/16/21,"3,714",1/9/21,"13,864","735,456",1.89
Idaho,1/23/21,"4,289",1/16/21,"14,228","735,456",1.93
Idaho,1/30/21,"4,859",1/23/21,"14,627","735,456",1.99
Idaho,2/6/21,"6,457",1/30/21,"14,846","735,456",2.02
Idaho,2/13/21,"11,221",2/6/21,"15,074","735,456",2.05
Idaho,2/20/21,"6,110",2/13/21,"15,363","735,456",2.09
Idaho,2/27/21,"5,013",2/20/21,"15,307","735,456",2.08
Idaho,3/6/21,"4,198",2/27/21,"13,968","735,456",1.9
Idaho,3/13/21,"3,683",3/6/21,"12,838","735,456",1.75
Illinois,1/4/20,"11,779",12/28/19,"125,348","5,902,475",2.12
Illinois,1/11/20,"12,703",1/4/20,"136,523","5,910,898",2.31
Illinois,1/18/20,"14,807",1/11/20,"133,967","5,910,898",2.27
Illinois,1/25/20,"9,762",1/18/20,"131,469","5,910,898",2.22
Illinois,2/1/20,"9,343",1/25/20,"143,239","5,910,898",2.42
Illinois,2/8/20,"9,794",2/1/20,"130,900","5,910,898",2.21
Illinois,2/15/20,"8,045",2/8/20,"133,765","5,910,898",2.26
Illinois,2/22/20,"11,812",2/15/20,"131,171","5,910,898",2.22
Illinois,2/29/20,"8,980",2/22/20,"132,123","5,910,898",2.24
Illinois,3/7/20,"8,727",2/29/20,"136,396","5,910,898",2.31
Illinois,3/14/20,"11,305",3/7/20,"130,293","5,910,898",2.2
Illinois,3/21/20,"126,716",3/14/20,"125,422","5,910,898",2.12
Illinois,3/28/20,"185,575",3/21/20,"132,058","5,910,898",2.23
Illinois,4/4/20,"202,157",3/28/20,"263,018","5,910,898",4.45
Illinois,4/11/20,"140,787",4/4/20,"452,826","5,914,575",7.66
Illinois,4/18/20,"118,996",4/11/20,"569,200","5,914,575",9.62
Illinois,4/25/20,"101,322",4/18/20,"681,002","5,914,575",11.51
Illinois,5/2/20,"74,476",4/25/20,"695,971","5,914,575",11.77
Illinois,5/9/20,"72,671",5/2/20,"755,912","5,914,575",12.78
Illinois,5/16/20,"72,780",5/9/20,"733,542","5,914,575",12.4
Illinois,5/23/20,"58,263",5/16/20,"762,367","5,914,575",12.89
Illinois,5/30/20,"46,385",5/23/20,"719,779","5,914,575",12.17
Illinois,6/6/20,"44,606",5/30/20,"741,738","5,914,575",12.54
Illinois,6/13/20,"44,694",6/6/20,"710,279","5,914,575",12.01
Illinois,6/20/20,"46,276",6/13/20,"705,839","5,914,575",11.93
Illinois,6/27/20,"45,752",6/20/20,"676,722","5,914,575",11.44
Illinois,7/4/20,"39,015",6/27/20,"667,460","5,914,575",11.29
Illinois,7/11/20,"38,261",7/4/20,"664,763","5,917,347",11.23
Illinois,7/18/20,"36,435",7/11/20,"655,951","5,917,347",11.09
Illinois,7/25/20,"33,230",7/18/20,"648,727","5,917,347",10.96
Illinois,8/1/20,"25,274",7/25/20,"631,032","5,917,347",10.66
Illinois,8/8/20,"22,934",8/1/20,"617,131","5,917,347",10.43
Illinois,8/15/20,"22,406",8/8/20,"604,288","5,917,347",10.21
Illinois,8/22/20,"26,262",8/15/20,"593,305","5,917,347",10.03
Illinois,8/29/20,"26,194",8/22/20,"558,651","5,917,347",9.44
Illinois,9/5/20,"25,478",8/29/20,"552,436","5,917,347",9.34
Illinois,9/12/20,"27,384",9/5/20,"507,880","5,917,347",8.58
Illinois,9/19/20,"25,976",9/12/20,"536,818","5,917,347",9.07
Illinois,9/26/20,"29,390",9/19/20,"502,314","5,917,347",8.49
Illinois,10/3/20,"36,267",9/26/20,"483,981","5,917,347",8.18
Illinois,10/10/20,"47,528",10/3/20,"447,060","5,919,664",7.55
Illinois,10/17/20,"46,948",10/10/20,"402,230","5,919,664",6.79
Illinois,10/24/20,"53,138",10/17/20,"379,952","5,919,664",6.42
Illinois,10/31/20,"73,515",10/24/20,"342,745","5,919,664",5.79
Illinois,11/7/20,"67,381",10/31/20,"334,962","5,919,644",5.66
Illinois,11/14/20,"46,800",11/7/20,"346,574","5,919,644",5.85
Illinois,11/21/20,"65,596",11/14/20,"333,669","5,919,644",5.64
Illinois,11/28/20,"74,131",11/21/20,"298,570","5,919,644",5.04
Illinois,12/5/20,"107,616",11/28/20,"334,287","5,919,644",5.65
Illinois,12/12/20,"138,359",12/5/20,"330,384","5,919,644",5.58
Illinois,12/19/20,"145,054",12/12/20,"338,024","5,919,644",5.71
Illinois,12/26/20,"110,486",12/19/20,"327,644","5,919,644",5.53
Illinois,1/2/21,"45,387",12/26/20,"330,503","5,919,644",5.58
Illinois,1/9/21,"94,944",1/2/21,"349,645","5,729,741",6.1
Illinois,1/16/21,"95,472",1/9/21,"315,325","5,729,741",5.5
Illinois,1/23/21,"95,481",1/16/21,"328,857","5,729,741",5.74
Illinois,1/30/21,"40,008",1/23/21,"313,539","5,729,741",5.47
Illinois,2/6/21,"34,259",1/30/21,"292,788","5,729,741",5.11
Illinois,2/13/21,"62,369",2/6/21,"274,676","5,729,741",4.79
Illinois,2/20/21,"68,383",2/13/21,"268,922","5,729,741",4.69
Illinois,2/27/21,"68,111",2/20/21,"260,091","5,729,741",4.54
Illinois,3/6/21,"57,483",2/27/21,"249,256","5,729,741",4.35
Illinois,3/13/21,"71,175",3/6/21,"243,921","5,729,741",4.26
Indiana,1/4/20,"4,434",12/28/19,"20,062","3,034,091",0.66
Indiana,1/11/20,"4,890",1/4/20,"21,524","3,039,304",0.71
Indiana,1/18/20,"3,741",1/11/20,"21,626","3,039,304",0.71
Indiana,1/25/20,"2,956",1/18/20,"21,366","3,039,304",0.7
Indiana,2/1/20,"3,016",1/25/20,"22,017","3,039,304",0.72
Indiana,2/8/20,"2,725",2/1/20,"22,212","3,039,304",0.73
Indiana,2/15/20,"2,556",2/8/20,"22,352","3,039,304",0.74
Indiana,2/22/20,"2,979",2/15/20,"22,913","3,039,304",0.75
Indiana,2/29/20,"2,276",2/22/20,"22,994","3,039,304",0.76
Indiana,3/7/20,"2,223",2/29/20,"22,586","3,039,304",0.74
Indiana,3/14/20,"2,596",3/7/20,"21,473","3,039,304",0.71
Indiana,3/21/20,"59,755",3/14/20,"20,778","3,039,304",0.68
Indiana,3/28/20,"139,174",3/21/20,"28,987","3,039,304",0.95
Indiana,4/4/20,"127,010",3/28/20,"71,737","3,039,304",2.36
Indiana,4/11/20,"113,755",4/4/20,"147,583","3,041,986",4.85
Indiana,4/18/20,"72,756",4/11/20,"206,386","3,041,986",6.78
Indiana,4/25/20,"55,774",4/18/20,"253,929","3,041,986",8.35
Indiana,5/2/20,"42,290",4/25/20,"271,248","3,041,986",8.92
Indiana,5/9/20,"29,668",5/2/20,"285,460","3,041,986",9.38
Indiana,5/16/20,"29,436",5/9/20,"270,385","3,041,986",8.89
Indiana,5/23/20,"25,523",5/16/20,"253,536","3,041,986",8.33
Indiana,5/30/20,"22,914",5/23/20,"233,869","3,041,986",7.69
Indiana,6/6/20,"22,931",5/30/20,"221,056","3,041,986",7.27
Indiana,6/13/20,"24,017",6/6/20,"211,255","3,041,986",6.94
Indiana,6/20/20,"29,331",6/13/20,"201,242","3,041,986",6.62
Indiana,6/27/20,"44,827",6/20/20,"191,288","3,041,986",6.29
Indiana,7/4/20,"22,102",6/27/20,"183,968","3,041,986",6.05
Indiana,7/11/20,"28,360",7/4/20,"190,169","3,046,268",6.24
Indiana,7/18/20,"17,911",7/11/20,"190,854","3,046,268",6.27
Indiana,7/25/20,"20,129",7/18/20,"228,226","3,046,268",7.49
Indiana,8/1/20,"12,551",7/25/20,"223,895","3,046,268",7.35
Indiana,8/8/20,"10,624",8/1/20,"199,336","3,046,268",6.54
Indiana,8/15/20,"11,569",8/8/20,"183,083","3,046,268",6.01
Indiana,8/22/20,"10,597",8/15/20,"170,341","3,046,268",5.59
Indiana,8/29/20,"10,779",8/22/20,"164,569","3,046,268",5.4
Indiana,9/5/20,"11,255",8/29/20,"158,742","3,046,268",5.21
Indiana,9/12/20,"13,245",9/5/20,"164,615","3,046,268",5.4
Indiana,9/19/20,"11,702",9/12/20,"161,143","3,046,268",5.29
Indiana,9/26/20,"10,209",9/19/20,"150,463","3,046,268",4.94
Indiana,10/3/20,"10,076",9/26/20,"129,538","3,046,268",4.25
Indiana,10/10/20,"17,916",10/3/20,"118,930","3,034,402",3.92
Indiana,10/17/20,"15,421",10/10/20,"113,496","3,034,402",3.74
Indiana,10/24/20,"13,407",10/17/20,"103,977","3,034,402",3.43
Indiana,10/31/20,"13,413",10/24/20,"96,385","3,034,402",3.18
Indiana,11/7/20,"14,111",10/31/20,"87,474","3,034,402",2.88
Indiana,11/14/20,"15,422",11/7/20,"81,938","3,034,402",2.7
Indiana,11/21/20,"18,829",11/14/20,"84,966","3,034,402",2.8
Indiana,11/28/20,"20,575",11/21/20,"78,674","3,034,402",2.59
Indiana,12/5/20,"23,622",11/28/20,"84,790","3,034,402",2.79
Indiana,12/12/20,"15,702",12/5/20,"78,703","3,034,402",2.59
Indiana,12/19/20,"12,234",12/12/20,"73,506","3,034,402",2.42
Indiana,12/26/20,"12,013",12/19/20,"73,868","3,034,402",2.43
Indiana,1/2/21,"14,796",12/26/20,"80,503","3,034,402",2.65
Indiana,1/9/21,"17,724",1/2/21,"93,981","2,948,676",3.19
Indiana,1/16/21,"14,255",1/9/21,"91,907","2,948,676",3.12
Indiana,1/23/21,"13,354",1/16/21,"95,058","2,948,676",3.22
Indiana,1/30/21,"12,539",1/23/21,"81,870","2,948,676",2.78
Indiana,2/6/21,"13,508",1/30/21,"79,295","2,948,676",2.69
Indiana,2/13/21,"12,287",2/6/21,"77,782","2,948,676",2.64
Indiana,2/20/21,"9,735",2/13/21,"73,668","2,948,676",2.5
Indiana,2/27/21,"10,081",2/20/21,"72,770","2,948,676",2.47
Indiana,3/6/21,"9,237",2/27/21,"69,343","2,948,676",2.35
Indiana,3/13/21,"13,965",3/6/21,"65,352","2,948,676",2.22
Iowa,1/4/20,"4,586",12/28/19,"34,549","1,529,213",2.26
Iowa,1/11/20,"4,836",1/4/20,"34,540","1,530,920",2.26
Iowa,1/18/20,"3,615",1/11/20,"29,625","1,530,920",1.94
Iowa,1/25/20,"3,115",1/18/20,"30,369","1,530,920",1.98
Iowa,2/1/20,"3,066",1/25/20,"30,890","1,530,920",2.02
Iowa,2/8/20,"2,379",2/1/20,"30,789","1,530,920",2.01
Iowa,2/15/20,"2,239",2/8/20,"30,799","1,530,920",2.01
Iowa,2/22/20,"2,631",2/15/20,"30,741","1,530,920",2.01
Iowa,2/29/20,"2,240",2/22/20,"30,516","1,530,920",1.99
Iowa,3/7/20,"2,221",2/29/20,"29,424","1,530,920",1.92
Iowa,3/14/20,"2,229",3/7/20,"27,816","1,530,920",1.82
Iowa,3/21/20,"40,952",3/14/20,"26,496","1,530,920",1.73
Iowa,3/28/20,"55,966",3/21/20,"53,650","1,530,920",3.5
Iowa,4/4/20,"64,194",3/28/20,"91,631","1,530,920",5.99
Iowa,4/11/20,"43,889",4/4/20,"127,332","1,531,621",8.31
Iowa,4/18/20,"26,901",4/11/20,"150,445","1,531,621",9.82
Iowa,4/25/20,"27,220",4/18/20,"168,971","1,531,621",11.03
Iowa,5/2/20,"23,241",4/25/20,"179,610","1,531,621",11.73
Iowa,5/9/20,"15,820",5/2/20,"189,643","1,531,621",12.38
Iowa,5/16/20,"12,056",5/9/20,"184,641","1,531,621",12.06
Iowa,5/23/20,"13,723",5/16/20,"178,559","1,531,621",11.66
Iowa,5/30/20,"6,449",5/23/20,"162,562","1,531,621",10.61
Iowa,6/6/20,"9,488",5/30/20,"158,268","1,531,621",10.33
Iowa,6/13/20,"9,069",6/6/20,"152,739","1,531,621",9.97
Iowa,6/20/20,"8,208",6/13/20,"152,781","1,531,621",9.98
Iowa,6/27/20,"7,732",6/20/20,"141,748","1,531,621",9.25
Iowa,7/4/20,"9,957",6/27/20,"134,215","1,531,621",8.76
Iowa,7/11/20,"10,653",7/4/20,"134,284","1,532,562",8.76
Iowa,7/18/20,"8,807",7/11/20,"115,930","1,532,562",7.56
Iowa,7/25/20,"6,970",7/18/20,"110,042","1,532,562",7.18
Iowa,8/1/20,"6,314",7/25/20,"104,316","1,532,562",6.81
Iowa,8/8/20,"4,888",8/1/20,"92,100","1,532,562",6.01
Iowa,8/15/20,"5,997",8/8/20,"82,442","1,532,562",5.38
Iowa,8/22/20,"6,384",8/15/20,"83,312","1,532,562",5.44
Iowa,8/29/20,"5,914",8/22/20,"75,877","1,532,562",4.95
Iowa,9/5/20,"5,252",8/29/20,"70,953","1,532,562",4.63
Iowa,9/12/20,"4,652",9/5/20,"65,422","1,532,562",4.27
Iowa,9/19/20,"6,117",9/12/20,"62,938","1,532,562",4.11
Iowa,9/26/20,"4,616",9/19/20,"58,419","1,532,562",3.81
Iowa,10/3/20,"4,288",9/26/20,"51,560","1,532,562",3.36
Iowa,10/10/20,"4,192",10/3/20,"46,409","1,535,919",3.02
Iowa,10/17/20,"4,215",10/10/20,"42,103","1,535,919",2.74
Iowa,10/24/20,"4,351",10/17/20,"39,825","1,535,919",2.59
Iowa,10/31/20,"4,609",10/24/20,"36,982","1,535,919",2.41
Iowa,11/7/20,"5,217",10/31/20,"35,213","1,535,919",2.29
Iowa,11/14/20,"5,992",11/7/20,"34,802","1,535,919",2.27
Iowa,11/21/20,"8,930",11/14/20,"36,802","1,535,919",2.4
Iowa,11/28/20,"5,357",11/21/20,"33,712","1,535,919",2.19
Iowa,12/5/20,"10,112",11/28/20,"42,382","1,535,919",2.76
Iowa,12/12/20,"6,526",12/5/20,"38,118","1,535,919",2.48
Iowa,12/19/20,"7,271",12/12/20,"37,492","1,535,919",2.44
Iowa,12/26/20,"7,141",12/19/20,"38,023","1,535,919",2.48
Iowa,1/2/21,"7,855",12/26/20,"43,165","1,535,919",2.81
Iowa,1/9/21,"7,366",1/2/21,"48,553","1,498,396",3.24
Iowa,1/16/21,"6,380",1/9/21,"46,014","1,498,396",3.07
Iowa,1/23/21,"5,251",1/16/21,"46,303","1,498,396",3.09
Iowa,1/30/21,"5,778",1/23/21,"45,803","1,498,396",3.06
Iowa,2/6/21,"6,120",1/30/21,"48,028","1,498,396",3.21
Iowa,2/13/21,"5,988",2/6/21,"46,963","1,498,396",3.13
Iowa,2/20/21,"5,192",2/13/21,"48,758","1,498,396",3.25
Iowa,2/27/21,"4,216",2/20/21,"48,389","1,498,396",3.23
Iowa,3/6/21,"5,182",2/27/21,"44,013","1,498,396",2.94
Iowa,3/13/21,"5,750",3/6/21,"40,145","1,498,396",2.68
Kansas,1/4/20,"2,019",12/28/19,"11,175","1,359,781",0.82
Kansas,1/11/20,"2,140",1/4/20,"11,431","1,363,114",0.84
Kansas,1/18/20,"2,402",1/11/20,"10,638","1,363,114",0.78
Kansas,1/25/20,"2,557",1/18/20,"11,182","1,363,114",0.82
Kansas,2/1/20,"2,000",1/25/20,"12,301","1,363,114",0.9
Kansas,2/8/20,"2,107",2/1/20,"11,809","1,363,114",0.87
Kansas,2/15/20,"2,076",2/8/20,"11,666","1,363,114",0.86
Kansas,2/22/20,"1,494",2/15/20,"12,003","1,363,114",0.88
Kansas,2/29/20,"1,517",2/22/20,"11,505","1,363,114",0.84
Kansas,3/7/20,"1,365",2/29/20,"11,003","1,363,115",0.81
Kansas,3/14/20,"1,755",3/7/20,"9,771","1,363,114",0.72
Kansas,3/21/20,"19,356",3/14/20,"7,541","1,363,114",0.55
Kansas,3/28/20,"43,703",3/21/20,"13,489","1,363,114",0.99
Kansas,4/4/20,"36,497",3/28/20,"41,290","1,363,114",3.03
Kansas,4/11/20,"24,871",4/4/20,"62,281","1,364,944",4.56
Kansas,4/18/20,"24,330",4/11/20,"77,400","1,364,944",5.67
Kansas,4/25/20,"22,726",4/18/20,"94,197","1,364,944",6.9
Kansas,5/2/20,"11,916",4/25/20,"102,329","1,364,944",7.5
Kansas,5/9/20,"10,259",5/2/20,"98,714","1,364,944",7.23
Kansas,5/16/20,"8,246",5/9/20,"91,635","1,364,944",6.71
Kansas,5/23/20,"9,480",5/16/20,"92,794","1,364,944",6.8
Kansas,5/30/20,"7,966",5/23/20,"90,165","1,364,944",6.61
Kansas,6/6/20,"6,898",5/30/20,"86,537","1,364,944",6.34
Kansas,6/13/20,"7,039",6/6/20,"78,912","1,364,944",5.78
Kansas,6/20/20,"8,174",6/13/20,"75,709","1,364,944",5.55
Kansas,6/27/20,"10,411",6/20/20,"76,479","1,364,944",5.6
Kansas,7/4/20,"7,883",6/27/20,"79,513","1,364,944",5.83
Kansas,7/11/20,"13,384",7/4/20,"78,783","1,367,656",5.76
Kansas,7/18/20,"6,285",7/11/20,"77,528","1,367,656",5.67
Kansas,7/25/20,"6,313",7/18/20,"72,188","1,367,656",5.28
Kansas,8/1/20,"4,933",7/25/20,"78,354","1,367,656",5.73
Kansas,8/8/20,"4,756",8/1/20,"66,631","1,367,656",4.87
Kansas,8/15/20,"5,022",8/8/20,"60,748","1,367,656",4.44
Kansas,8/22/20,"4,886",8/15/20,"56,479","1,367,656",4.13
Kansas,8/29/20,"5,734",8/22/20,"52,943","1,367,656",3.87
Kansas,9/5/20,"5,445",8/29/20,"52,804","1,367,656",3.86
Kansas,9/12/20,"5,248",9/5/20,"50,497","1,367,656",3.69
Kansas,9/19/20,"6,494",9/12/20,"45,110","1,367,656",3.3
Kansas,9/26/20,"6,651",9/19/20,"39,518","1,367,656",2.89
Kansas,10/3/20,"7,140",9/26/20,"36,516","1,367,656",2.67
Kansas,10/10/20,"7,926",10/3/20,"32,292","1,369,508",2.36
Kansas,10/17/20,"10,500",10/10/20,"33,227","1,369,508",2.43
Kansas,10/24/20,"10,069",10/17/20,"33,300","1,369,508",2.43
Kansas,10/31/20,"12,407",10/24/20,"33,375","1,369,508",2.44
Kansas,11/7/20,"10,587",10/31/20,"33,131","1,369,508",2.42
Kansas,11/14/20,"11,751",11/7/20,"30,425","1,369,508",2.22
Kansas,11/21/20,"15,864",11/14/20,"37,274","1,369,508",2.72
Kansas,11/28/20,"15,411",11/21/20,"35,940","1,369,508",2.62
Kansas,12/5/20,"21,346",11/28/20,"46,705","1,369,508",3.41
Kansas,12/12/20,"23,519",12/5/20,"56,369","1,369,508",4.12
Kansas,12/19/20,"20,337",12/12/20,"65,207","1,369,508",4.76
Kansas,12/26/20,"16,607",12/19/20,"69,353","1,369,508",5.06
Kansas,1/2/21,"22,990",12/26/20,"78,727","1,369,508",5.75
Kansas,1/9/21,"35,921",1/2/21,"88,391","1,337,523",6.61
Kansas,1/16/21,"34,918",1/9/21,"98,889","1,337,523",7.39
Kansas,1/23/21,"26,426",1/16/21,"72,296","1,337,523",5.41
Kansas,1/30/21,"17,967",1/23/21,"81,292","1,337,523",6.08
Kansas,2/6/21,"5,591",1/30/21,"23,841","1,337,523",1.78
Kansas,2/13/21,"7,335",2/6/21,"24,094","1,337,523",1.8
Kansas,2/20/21,"4,412",2/13/21,"29,688","1,337,523",2.22
Kansas,2/27/21,"3,560",2/20/21,"15,520","1,337,523",1.16
Kansas,3/6/21,"2,564",2/27/21,"22,233","1,337,523",1.66
Kansas,3/13/21,"1,682",3/6/21,"18,812","1,337,523",1.41
Kentucky,1/4/20,"5,175",12/28/19,"22,515","1,890,475",1.19
Kentucky,1/11/20,"3,968",1/4/20,"25,124","1,890,475",1.33
Kentucky,1/18/20,"3,084",1/11/20,"24,066","1,890,475",1.27
Kentucky,1/25/20,"2,569",1/18/20,"22,874","1,890,475",1.21
Kentucky,2/1/20,"2,625",1/25/20,"23,219","1,890,475",1.23
Kentucky,2/8/20,"2,936",2/1/20,"22,937","1,890,475",1.21
Kentucky,2/15/20,"2,813",2/8/20,"23,076","1,890,475",1.22
Kentucky,2/22/20,"2,508",2/15/20,"22,623","1,890,475",1.2
Kentucky,2/29/20,"2,223",2/22/20,"23,733","1,890,475",1.26
Kentucky,3/7/20,"2,463",2/29/20,"22,770","1,890,475",1.2
Kentucky,3/14/20,"2,785",3/7/20,"22,940","1,890,475",1.21
Kentucky,3/21/20,"49,023",3/14/20,"22,328","1,890,475",1.18
Kentucky,3/28/20,"113,149",3/21/20,"24,361","1,890,475",1.29
Kentucky,4/4/20,"117,575",3/28/20,"130,151","1,890,475",6.88
Kentucky,4/11/20,"116,277",4/4/20,"182,097","1,893,451",9.62
Kentucky,4/18/20,"103,981",4/11/20,"199,030","1,893,451",10.51
Kentucky,4/25/20,"91,223",4/18/20,"260,662","1,893,451",13.77
Kentucky,5/2/20,"69,372",4/25/20,"256,200","1,893,451",13.53
Kentucky,5/9/20,"69,372",5/2/20,"253,186","1,893,451",13.37
Kentucky,5/16/20,"47,321",5/9/20,"246,575","1,893,451",13.02
Kentucky,5/23/20,"54,023",5/16/20,"245,804","1,893,451",12.98
Kentucky,5/30/20,"43,013",5/23/20,"205,804","1,893,451",10.87
Kentucky,6/6/20,"40,733",5/30/20,"197,472","1,893,451",10.43
Kentucky,6/13/20,"37,650",6/6/20,"180,952","1,893,451",9.56
Kentucky,6/20/20,"24,846",6/13/20,"171,917","1,893,451",9.08
Kentucky,6/27/20,"30,640",6/20/20,"159,343","1,893,451",8.42
Kentucky,7/4/20,"23,282",6/27/20,"150,522","1,893,451",7.95
Kentucky,7/11/20,"24,544",7/4/20,"158,381","1,896,673",8.35
Kentucky,7/18/20,"24,488",7/11/20,"145,825","1,896,673",7.69
Kentucky,7/25/20,"21,041",7/18/20,"141,055","1,896,673",7.44
Kentucky,8/1/20,"21,020",7/25/20,"136,509","1,896,673",7.2
Kentucky,8/8/20,"17,465",8/1/20,"141,583","1,896,673",7.46
Kentucky,8/15/20,"18,266",8/8/20,"128,187","1,896,673",6.76
Kentucky,8/22/20,"16,321",8/15/20,"127,603","1,896,673",6.73
Kentucky,8/29/20,"16,504",8/22/20,"116,383","1,896,673",6.14
Kentucky,9/5/20,"9,285",8/29/20,"119,639","1,896,673",6.31
Kentucky,9/12/20,"8,672",9/5/20,"106,835","1,896,673",5.63
Kentucky,9/19/20,"8,413",9/12/20,"112,884","1,896,673",5.95
Kentucky,9/26/20,"7,520",9/19/20,"100,938","1,896,673",5.32
Kentucky,10/3/20,"5,687",9/26/20,"94,187","1,896,673",4.97
Kentucky,10/10/20,"5,969",10/3/20,"80,246","1,899,546",4.22
Kentucky,10/17/20,"5,951",10/10/20,"73,637","1,899,546",3.88
Kentucky,10/24/20,"5,325",10/17/20,"61,867","1,899,546",3.26
Kentucky,10/31/20,"9,193",10/24/20,"58,831","1,899,546",3.1
Kentucky,11/7/20,"4,363",10/31/20,"50,778","1,899,546",2.67
